,Unnamed: 0,id,fl_matriz,de_natureza_juridica,sg_uf,natureza_juridica_macro,de_ramo,setor,idade_empresa_anos,idade_emp_cat,fl_me,fl_sa,fl_epp,fl_mei,fl_ltda,dt_situacao,fl_st_especial,fl_email,fl_telefone,fl_rm,nm_divisao,nm_segmento,fl_spa,fl_antt,fl_veiculo,vl_total_tancagem,vl_total_veiculos_antt,vl_total_veiculos_leves,vl_total_veiculos_pesados,fl_optante_simples,qt_art,vl_total_veiculos_pesados_grupo,vl_total_veiculos_leves_grupo,vl_total_tancagem_grupo,vl_total_veiculos_antt_grupo,vl_potenc_cons_oleo_gas,fl_optante_simei,sg_uf_matriz,de_saude_tributaria,de_saude_rescencia,nu_meses_rescencia,de_nivel_atividade,de_indicador_telefone,fl_simples_irregular,vl_frota,empsetorcensitariofaixarendapopulacao,nm_meso_regiao,nm_micro_regiao,fl_passivel_iss,qt_socios,qt_socios_pf,qt_socios_pj,idade_media_socios,idade_maxima_socios,idade_minima_socios,qt_socios_st_regular,qt_socios_st_suspensa,qt_socios_masculino,qt_socios_feminino,qt_socios_pep,qt_alteracao_socio_total,qt_alteracao_socio_90d,qt_alteracao_socio_180d,qt_alteracao_socio_365d,qt_socios_pj_ativos,qt_socios_pj_nulos,qt_socios_pj_baixados,qt_socios_pj_suspensos,qt_socios_pj_inaptos,vl_idade_media_socios_pj,vl_idade_maxima_socios_pj,vl_idade_minima_socios_pj,qt_coligados,qt_socios_coligados,qt_coligados_matriz,qt_coligados_ativo,qt_coligados_baixada,qt_coligados_inapta,qt_coligados_suspensa,qt_coligados_nula,idade_media_coligadas,idade_maxima_coligadas,idade_minima_coligadas,coligada_mais_nova_ativa,coligada_mais_antiga_ativa,idade_media_coligadas_ativas,coligada_mais_nova_baixada,coligada_mais_antiga_baixada,idade_media_coligadas_baixadas,qt_coligados_sa,qt_coligados_me,qt_coligados_mei,qt_coligados_ltda,qt_coligados_epp,qt_coligados_norte,qt_coligados_sul,qt_coligados_nordeste,qt_coligados_centro,qt_coligados_sudeste,qt_coligados_exterior,qt_ufs_coligados,qt_regioes_coligados,qt_ramos_coligados,qt_coligados_industria,qt_coligados_agropecuaria,qt_coligados_comercio,qt_coligados_serviço,qt_coligados_ccivil,qt_funcionarios_coligados,qt_funcionarios_coligados_gp,media_funcionarios_coligados_gp,max_funcionarios_coligados_gp,min_funcionarios_coligados_gp,vl_folha_coligados,media_vl_folha_coligados,max_vl_folha_coligados,min_vl_folha_coligados,vl_folha_coligados_gp,media_vl_folha_coligados_gp,max_vl_folha_coligados_gp,min_vl_folha_coligados_gp,faturamento_est_coligados,media_faturamento_est_coligados,max_faturamento_est_coligados,min_faturamento_est_coligados,faturamento_est_coligados_gp,media_faturamento_est_coligados_gp,max_faturamento_est_coligados_gp,min_faturamento_est_coligados_gp,total_filiais_coligados,media_filiais_coligados,max_filiais_coligados,min_filiais_coligados,qt_coligados_atividade_alto,qt_coligados_atividade_medio,qt_coligados_atividade_baixo,qt_coligados_atividade_mt_baixo,qt_coligados_atividade_inativo,qt_coligadas,sum_faturamento_estimado_coligadas,de_faixa_faturamento_estimado,de_faixa_faturamento_estimado_grupo,vl_faturamento_estimado_aux,vl_faturamento_estimado_grupo_aux,qt_ex_funcionarios,qt_funcionarios_grupo,percent_func_genero_masc,percent_func_genero_fem,idade_ate_18,idade_de_19_a_23,idade_de_24_a_28,idade_de_29_a_33,idade_de_34_a_38,idade_de_39_a_43,idade_de_44_a_48,idade_de_49_a_53,idade_de_54_a_58,idade_acima_de_58,grau_instrucao_macro_analfabeto,grau_instrucao_macro_escolaridade_fundamental,grau_instrucao_macro_escolaridade_media,grau_instrucao_macro_escolaridade_superior,grau_instrucao_macro_desconhecido,total,meses_ultima_contratacaco,qt_admitidos_12meses,qt_desligados_12meses,qt_desligados,qt_admitidos,media_meses_servicos_all,max_meses_servicos_all,min_meses_servicos_all,media_meses_servicos,max_meses_servicos,min_meses_servicos,qt_funcionarios,qt_funcionarios_12meses,qt_funcionarios_24meses,tx_crescimento_12meses,tx_crescimento_24meses,tx_rotatividade,qt_filiais
211108,211108,ba28e0980de85591e9d4a9cdcfd7649cebe378399497544e6500f2f3899451e0,True,SOCIEDADE EMPRESARIA LIMITADA,MA,ENTIDADES EMPRESARIAIS,SERVICOS DE EDUCACAO,SERVIÇO,14.454794520547946,10 a 15,False,False,False,False,False,2004-05-18,False,False,False,NAO,EDUCACAO,EDUCACAO,False,False,False,,,,,True,,0.0,0.0,,,,False,MA,VERDE,ACIMA DE 1 ANO,23.0,ALTA,BOA,False,,947.15,LESTE MARANHENSE,CODO,True,2.0,2.0,0.0,44.0,48.0,40.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 10.000.000,01 A R$ 30.000.000,00","DE R$ 10.000.000,01 A R$ 30.000.000,00",10663812.0,10873812.0,89.0,81.0,30.86,69.14,,1.0,6.0,16.0,21.0,19.0,7.0,6.0,3.0,2.0,,2.0,28.0,51.0,,81.0,10.0,1.0,10.0,89.0,170.0,55.367652859960536,166.3,-0.4666666666666667,82.06419753086419,166.3,10.0,81.0,90.0,99.0,-9.999999999999998,-18.181818181818176,11.695906432748536,1
213220,213220,144c9a5f91b272376b06265572006884d74f77d819f61eb718bff7d4fc9bac27,True,SOCIEDADE EMPRESARIA LIMITADA,RO,ENTIDADES EMPRESARIAIS,COMERCIO VAREJISTA,COMERCIO,28.334246575342465,> 20,False,False,False,False,False,2001-05-26,False,True,True,NAO,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,True,True,,,2.0,3.0,False,1.0,3.0,4.0,,,6.0,False,RO,VERDE,ACIMA DE 1 ANO,24.0,ALTA,BOA,False,473924.0,1228.78,,,True,3.0,3.0,0.0,41.0,61.0,21.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 10.000.000,01 A R$ 30.000.000,00","DE R$ 30.000.000,01 A R$ 100.000.000,00",27303480.0,57883376.0,256.0,203.0,55.29,44.71,,11.0,19.0,10.0,11.0,12.0,12.0,5.0,1.0,4.0,,14.0,59.0,12.0,,85.0,16.533333333333335,0.0,0.0,256.0,342.0,27.48475073313784,279.9,-0.43333333333333335,62.54031007751938,279.9,16.533333333333335,86.0,86.0,93.0,0.0,-7.526881720430111,0.0,5
214399,214399,d7a3642a49505f0716e01c6a784e7fe32d891bd75728a8d3fea1c2f8124601e0,True,SOCIEDADE EMPRESARIA LIMITADA,AM,ENTIDADES EMPRESARIAIS,SIDERURGICA-METALURGIA,INDUSTRIA,40.84109589041096,> 20,False,False,False,False,False,2018-09-28,False,True,False,SIM,FABRICACAO DE PRODUTOS DE METAL EXCETO MAQUINAS E EQUIPAMENTOS,INDUSTRIAS DE TRANSFORMACAO,False,False,True,,,19.0,16.0,False,2.0,16.0,19.0,,,,False,AM,LARANJA,ACIMA DE 1 ANO,24.0,ALTA,,False,1100343.0,966.77,CENTRO AMAZONENSE,MANAUS,True,3.0,3.0,0.0,33.0,34.0,32.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 30.000.000,01 A R$ 100.000.000,00","DE R$ 30.000.000,01 A R$ 100.000.000,00",34556932.0,37037850.0,786.0,142.0,86.43,13.57,2.0,7.0,9.0,27.0,19.0,20.0,20.0,20.0,7.0,9.0,1.0,49.0,81.0,9.0,,140.0,2.3,15.0,18.0,786.0,926.0,29.9463282937365,326.56666666666666,-0.5,85.4014285714286,326.56666666666666,2.3,140.0,144.0,183.0,-2.777777777777779,-23.497267759562845,12.7208480565371,6
214449,214449,b8956c4168f3e9a121472e2b000f569d25801c95a47285097bc05d24fc7435f5,True,SOCIEDADE EMPRESARIA LIMITADA,AM,ENTIDADES EMPRESARIAIS,COMERCIO VAREJISTA,COMERCIO,15.635616438356163,15 a 20,False,False,False,False,False,2003-03-14,False,True,True,SIM,COMERCIO VAREJISTA,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,False,True,,,0.0,4.0,False,,4.0,1.0,,,,False,AM,VERDE,ACIMA DE 1 ANO,23.0,ALTA,BOA,False,300331.0,2568.5,CENTRO AMAZONENSE,MANAUS,True,1.0,1.0,0.0,45.0,45.0,45.0,1.0,,1.0,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,170.37777777777774,281.5,94.23333333333332,94.23333333333332,281.5,170.37777777777774,,,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,23.0,23.0,11.5,23.0,0.0,1421841.625,1421841.625,1421841.6,1421841.6,1421841.625,1421841.625,1421841.6,1421841.6,3983683.25,1327894.416666667,2843683.2,210000.0,4193683.25,1397894.416666667,2843683.2,420000.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3983683.25,"DE R$ 10.000.000,01 A R$ 30.000.000,00","DE R$ 10.000.000,01 A R$ 30.000.000,00",17000280.0,20523974.0,100.0,67.0,60.78,39.22,,7.0,5.0,10.0,12.0,7.0,5.0,1.0,2.0,2.0,,5.0,31.0,15.0,,51.0,2.7666666666666666,18.0,16.0,100.0,152.0,22.18728070175439,95.23333333333332,-0.7,33.764743589743595,95.23333333333332,2.7666666666666666,52.0,51.0,63.0,1.9607843137254832,-17.460317460317462,31.37254901960784,1
214552,214552,0fab8c3fe5f91e5a495740c6129c5e9af830d1e07901620c1997f33467fb151e,True,AUTARQUIA ESTADUAL OU DO DISTRITO FEDERAL,AC,ADMINISTRACAO PUBLICA,"ADMINISTRACAO PUBLICA, DEFESA E SEGURIDADE SOCIAL",SERVIÇO,15.775342465753427,15 a 20,False,False,False,False,False,2003-01-22,False,True,True,NAO,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,False,False,True,,,60.0,0.0,False,,0.0,60.0,,,,False,AC,VERDE,ACIMA DE 1 ANO,23.0,ALTA,,False,1309752.0,,VALE DO ACRE,RIO BRANCO,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 30.000.000,01 A R$ 100.000.000,00","DE R$ 30.000.000,01 A R$ 100.000.000,00",55843344.0,55843344.0,52.0,167.0,73.65,26.35,,,3.0,8.0,11.0,15.0,17.0,31.0,34.0,48.0,,26.0,58.0,83.0,,167.0,36.4,0.0,0.0,52.0,220.0,321.8460606060603,5014.966666666666,3.1333333333333333,302.8603174603171,643.0333333333333,36.4,168.0,168.0,168.0,0.0,0.0,0.0,0
214717,214717,0861b67cdd5f1d6d735d80360709a6e4421ecfdf2eea01ba30ec8e64f6a01044,True,EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA,RN,OUTROS,INDUSTRIA DA CONSTRUCAO,CONSTRUÇÃO CIVIL,17.084931506849315,15 a 20,False,False,False,False,False,2005-08-27,False,True,True,NAO,CONSTRUCAO DE EDIFICIOS,CONSTRUCAO,False,True,True,,,7.0,10.0,False,,10.0,7.0,,,,False,RN,VERDE,ACIMA DE 1 ANO,23.0,ALTA,BOA,False,687301.0,933.71,OESTE POTIGUAR,MOSSORO,True,1.0,1.0,0.0,54.0,54.0,54.0,1.0,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,35.63333333333333,35.63333333333333,35.63333333333333,35.63333333333333,35.63333333333333,35.63333333333333,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,210000.0,210000.0,210000.0,210000.0,210000.0,210000.0,210000.0,210000.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,210000.0,"DE R$ 30.000.000,01 A R$ 100.000.000,00","DE R$ 30.000.000,01 A R$ 100.000.000,00",33227820.0,33227820.0,1455.0,207.0,95.65,4.35,2.0,20.0,31.0,48.0,29.0,28.0,22.0,14.0,8.0,5.0,1.0,33.0,166.0,7.0,,207.0,2.066666666666667,235.0,157.0,1461.0,1671.0,7.183912175648706,58.8,-0.6666666666666666,7.896825396825398,46.4,2.066666666666667,210.0,178.0,215.0,17.97752808988764,-2.3255813953488413,91.81286549707602,0
215014,215014,47d65a5d5de9585dc17bfb6571243b655bfc499490b6a12e2e2d97bf9cc7ba1d,True,MUNICIPIO,RN,OUTROS,"ADMINISTRACAO PUBLICA, DEFESA E SEGURIDADE SOCIAL",SERVIÇO,43.86849315068493,> 20,False,False,False,False,False,2005-09-10,False,False,False,SIM,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,False,False,True,,,7.0,9.0,False,20.0,9.0,7.0,,,,False,RN,LARANJA,ACIMA DE 1 ANO,23.0,ALTA,BOA,False,478315.0,1060.35,LESTE POTIGUAR,MACAIBA,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 100.000.000,01 A R$ 300.000.000,00","DE R$ 100.000.000,01 A R$ 300.000.000,00",274528770.0,274528770.0,1471.0,1526.0,38.14,61.86,,24.0,97.0,166.0,247.0,272.0,267.0,202.0,142.0,109.0,,19.0,949.0,558.0,,1526.0,23.2,0.0,0.0,1472.0,2998.0,109.95002780558336,5014.966666666666,-1.0333333333333334,137.94744429882044,484.4333333333333,24.2,1526.0,1526.0,1817.0,0.0,-16.015410016510735,0.0,0
216181,216181,b0b31d5ccb8e935dbe91f9fe53c45c558ee30d0e7949229325595991dd571c17,True,MUNICIPIO,AM,OUTROS,"ADMINISTRACAO PUBLICA, DEFESA E SEGURIDADE SOCIAL",SERVIÇO,43.41369863013698,> 20,False,False,False,False,False,2005-09-24,False,False,False,NAO,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,False,False,True,,,10.0,9.0,False,18.0,9.0,10.0,,,,False,AM,AZUL,ACIMA DE 1 ANO,26.0,ALTA,,False,395003.0,634.75,CENTRO AMAZONENSE,MANAUS,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 100.000.000,01 A R$ 300.000.000,00","DE R$ 100.000.000,01 A R$ 300.000.000,00",131005180.0,135655180.0,780.0,852.0,38.97,61.03,,,17.0,61.0,180.0,212.0,147.0,92.0,78.0,65.0,,268.0,232.0,352.0,,852.0,23.2,0.0,0.0,781.0,1633.0,104.00106144111034,255.46666666666667,-11.166666666666664,172.21979655712084,255.46666666666667,30.3,852.0,852.0,1164.0,0.0,-26.804123711340214,0.0,5
216647,216647,d868ca2a81360e53b86471873b6e8a9504282666db5c8c3f85fe710fb3e4366d,True,SOCIEDADE EMPRESARIA LIMITADA,AC,ENTIDADES EMPRESARIAIS,SERVICOS DE SAUDE,SERVIÇO,30.44383561643836,> 20,False,False,False,False,False,2005-11-03,False,False,False,NAO,ATIVIDADES DE ATENCAO A SAUDE HUMANA,SAUDE HUMANA E SERVICOS SOCIAIS,False,False,True,,,3.0,0.0,False,,0.0,3.0,,,,False,AC,AZUL,ACIMA DE 1 ANO,23.0,ALTA,BOA,False,85772.0,2463.78,VALE DO ACRE,RIO BRANCO,True,5.0,5.0,0.0,60.4,67.0,54.0,5.0,,2.0,3.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,132.86666666666667,132.86666666666667,132.86666666666667,132.86666666666667,132.86666666666667,132.86666666666667,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,210000.0,210000.0,210000.0,210000.0,210000.0,210000.0,210000.0,210000.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,210000.0,"DE R$ 10.000.000,01 A R$ 30.000.000,00","DE R$ 10.000.000,01 A R$ 30.000.000,00",10509264.0,10509264.0,122.0,71.0,26.76,73.24,1.0,4.0,6.0,11.0,13.0,16.0,10.0,4.0,4.0,2.0,,4.0,51.0,16.0,,71.0,4.633333333333334,7.0,5.0,122.0,193.0,38.942659758203824,278.93333333333334,0.0,67.49295774647888,275.8666666666667,4.633333333333334,71.0,69.0,68.0,2.898550724637672,4.41176470588236,7.142857142857142,0
217258,217258,7ebba3c4fb329fc5009de457bcb554588642778a71ce8ae5963bffe8ada13a8b,True,MUNICIPIO,PI,OUTROS,"ADMINISTRACAO PUBLICA, DEFESA E SEGURIDADE SOCIAL",SERVIÇO,43.865753424657534,> 20,False,False,False,False,False,2005-08-27,False,False,False,NAO,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,False,False,True,,,4.0,4.0,False,1.0,4.0,4.0,,,,False,PI,AZUL,ACIMA DE 1 ANO,23.0,ALTA,BOA,False,475393.0,,SUDOESTE PIAUIENSE,FLORIANO,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 30.000.000,01 A R$ 100.000.000,00","DE R$ 30.000.000,01 A R$ 100.000.000,00",34979364.0,34979364.0,82.0,262.0,30.15,69.85,,,7.0,26.0,48.0,46.0,35.0,36.0,39.0,25.0,,259.0,,3.0,,262.0,24.7,0.0,0.0,82.0,344.0,314.72614188532583,5014.966666666666,5.1,185.63218829516526,727.0,24.7,262.0,262.0,298.0,0.0,-12.080536912751686,0.0,0
220419,220419,752b5f0fd82cb08061d93bed226963322a9ae1ed5b6bf3d497b054f332955932,True,SOCIEDADE EMPRESARIA LIMITADA,MA,ENTIDADES EMPRESARIAIS,COMERCIO POR ATACADO,COMERCIO,31.4027397260274,> 20,False,False,False,False,False,2005-11-03,False,False,True,SIM,COMERCIO POR ATACADO EXCETO VEICULOS AUTOMOTORES E MOTOCICLETAS,COMERCIO; REPARACAO DE VEICULOS AUTOMOTORES E MOTOCICLETAS,False,True,True,,,39.0,28.0,False,,37.0,58.0,,,,False,MA,VERMELHO,ACIMA DE 1 ANO,23.0,ALTA,BOA,False,592508.0,1502.27,OESTE MARANHENSE,IMPERATRIZ,False,3.0,3.0,0.0,68.66666666666667,72.0,66.0,3.0,,2.0,1.0,,,,,,,,,,,,,,6.0,8.0,6.0,6.0,0.0,0.0,0.0,0.0,375.28888888888895,617.8,171.8,171.8,617.8,375.28888888888895,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,4.0,4.0,5.0,1.0,1.0,4.0,0.0,0.0,3.0,3.0,1.5,3.0,0.0,144244.796875,144244.796875,144244.8,144244.8,144244.796875,144244.796875,144244.8,144244.8,1482734.40625,247122.40104166663,432734.4,210000.0,3792734.375,632122.3958333335,2100000.0,210000.0,11.0,3.6666666666666665,9.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1482734.40625,"DE R$ 10.000.000,01 A R$ 30.000.000,00","DE R$ 30.000.000,01 A R$ 100.000.000,00",10323806.0,71854520.0,160.0,277.0,79.59,20.41,,1.0,13.0,13.0,8.0,4.0,4.0,1.0,5.0,,,3.0,34.0,12.0,,49.0,3.2333333333333334,19.0,22.0,160.0,209.0,54.13974358974362,5014.966666666666,-0.03333333333333333,44.345578231292535,252.46666666666667,3.2333333333333334,49.0,53.0,68.0,-7.547169811320753,-27.94117647058824,43.56435643564357,6
220638,220638,7c0aa8ac999556f5904b82f2a3b8d682fb59cc59967bc75b4970ddc3f4920f54,True,SOCIEDADE EMPRESARIA LIMITADA,MA,ENTIDADES EMPRESARIAIS,QUIMICA-PETROQUIMICA,INDUSTRIA,23.079452054794523,> 20,False,False,False,False,False,2005-06-04,False,True,False,SIM,FABRICACAO DE PRODUTOS DE MINERAIS NAO METALICOS,INDUSTRIAS DE TRANSFORMACAO,False,True,True,,,4.0,16.0,False,,16.0,4.0,,,32.0,False,MA,VERDE,ACIMA DE 1 ANO,23.0,ALTA,,False,1715906.0,,OESTE MARANHENSE,IMPERATRIZ,True,6.0,6.0,0.0,44.33333333333334,58.0,24.0,6.0,,3.0,3.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,31.9,31.9,31.9,31.9,31.9,31.9,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,329702.40625,329702.40625,329702.4,329702.4,329702.40625,329702.40625,329702.4,329702.4,989107.1875,989107.1875,989107.2,989107.2,989107.1875,989107.1875,989107.2,989107.2,,,,,0.0,0.0,0.0,0.0,0.0,1.0,989107.1875,"DE R$ 10.000.000,01 A R$ 30.000.000,00","DE R$ 10.000.000,01 A R$ 30.000.000,00",12106260.0,12106260.0,224.0,67.0,79.1,20.9,,6.0,13.0,18.0,15.0,10.0,2.0,3.0,,,,10.0,51.0,6.0,,67.0,2.533333333333333,21.0,20.0,224.0,291.0,26.036311569301265,104.4,-0.6333333333333333,49.107960199004964,104.4,2.533333333333333,67.0,67.0,91.0,0.0,-26.37362637362637,30.07518796992481,1
221301,221301,bc9a543de0d8a11883260223f42dd2306510b8837b5f83b94011e4c26290c8f0,True,MUNICIPIO,RN,OUTROS,"ADMINISTRACAO PUBLICA, DEFESA E SEGURIDADE SOCIAL",SERVIÇO,43.87671232876714,> 20,False,False,False,False,False,2005-06-18,False,False,False,NAO,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,False,False,True,,,3.0,4.0,False,,4.0,3.0,,,,False,RN,LARANJA,ACIMA DE 1 ANO,23.0,ALTA,BOA,False,190606.0,667.99,AGRESTE POTIGUAR,BORBOREMA POTIGUAR,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 30.000.000,01 A R$ 100.000.000,00","DE R$ 30.000.000,01 A R$ 100.000.000,00",42037056.0,42037056.0,111.0,270.0,34.81,65.19,,,9.0,23.0,27.0,35.0,31.0,46.0,51.0,48.0,,55.0,153.0,62.0,,270.0,25.13333333333333,0.0,0.0,112.0,382.0,315.8389179755669,5014.966666666666,-6.1,223.0362962962959,556.8333333333334,25.13333333333333,270.0,270.0,300.0,0.0,-9.999999999999998,0.0,0
223311,223311,fe36eefc29abbbfc1f7eb67fa800d1ee87b281c0db9437bc4aea1617d2a8e0e6,True,EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA,AM,OUTROS,"TRANSPORTE, ARMAZENAGEM E CORREIO",SERVIÇO,21.624657534246573,> 20,False,False,False,False,False,2005-08-27,False,False,False,SIM,TRANSPORTE TERRESTRE,TRANSPORTE ARMAZENAGEM E CORREIO,True,False,True,15.0,,4.0,34.0,False,,34.0,4.0,15.0,,82.0,False,AM,AZUL,ACIMA DE 1 ANO,23.0,ALTA,,False,3445684.0,2310.5,CENTRO AMAZONENSE,MANAUS,True,1.0,1.0,0.0,39.0,39.0,39.0,1.0,,1.0,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,50.58333333333333,84.3,16.866666666666667,16.866666666666667,84.3,50.58333333333333,,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,420000.0,210000.0,210000.0,210000.0,420000.0,210000.0,210000.0,210000.0,,,,,0.0,0.0,0.0,0.0,0.0,2.0,420000.0,"DE R$ 10.000.000,01 A R$ 30.000.000,00","DE R$ 10.000.000,01 A R$ 30.000.000,00",12054744.0,12054744.0,267.0,77.0,94.81,5.19,,2.0,6.0,14.0,20.0,12.0,13.0,3.0,5.0,2.0,,1.0,70.0,6.0,,77.0,13.066666666666665,0.0,0.0,267.0,345.0,63.709718172983465,5065.733333333334,-0.3,46.193162393162396,196.7,13.066666666666665,78.0,78.0,75.0,0.0,4.000000000000004,0.0,0
225637,225637,ffa23f42a6e5d386c5af84a747bdc32d43e632b6ffaaac3ac349c280cae803fd,True,SOCIEDADE EMPRESARIA LIMITADA,PI,ENTIDADES EMPRESARIAIS,SERVICOS DE EDUCACAO,SERVIÇO,26.78082191780822,> 20,False,False,False,False,False,2005-11-03,False,True,False,SIM,EDUCACAO,EDUCACAO,False,False,False,,,,,True,,0.0,0.0,,,,False,PI,AZUL,ACIMA DE 1 ANO,23.0,ALTA,,False,,1193.78,CENTRO NORTE PIAUIENSE,TERESINA,True,2.0,2.0,0.0,62.5,69.0,56.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 10.000.000,01 A R$ 30.000.000,00","DE R$ 10.000.000,01 A R$ 30.000.000,00",12466872.0,13396872.0,71.0,101.0,32.67,67.33,,2.0,7.0,18.0,21.0,12.0,11.0,15.0,12.0,3.0,,10.0,30.0,61.0,,101.0,6.5,23.0,15.0,71.0,172.0,59.74834307992203,273.8,6.1,70.28679867986797,273.8,6.5,101.0,93.0,92.0,8.602150537634401,9.782608695652172,15.463917525773196,1
